noise_removal1,transformation,combination,selection,noise_removal2,transformation,core,err_min,err_mean,err_median,err_90prctile,err_max,rmse
wavelet,abs,pca,xyz,none,none,fft,"0,99503","38,99363","16,744348","30,244145","38,99363","18,878036"
wavelet,abs,pca,xyz,smooth,none,fft,"0,99503","38,99363","16,744348","30,244145","38,99363","18,878036"
wavelet,abs,pca,xyz,bandpass,none,fft,"0,99503","38,99363","16,744348","30,244145","38,99363","18,878036"
wavelet,abs,pca,xyz,wavelet,none,fft,"0,99503","38,99363","16,744348","30,244145","38,99363","18,878036"
wavelet,none,none,xyz,none,abs,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,none,none,xyz,smooth,abs,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,none,none,xyz,bandpass,abs,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,none,none,xyz,wavelet,abs,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,abs,none,xyz,none,none,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,abs,none,xyz,none,abs,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,abs,none,xyz,smooth,none,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,abs,none,xyz,smooth,abs,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,abs,none,xyz,bandpass,none,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,abs,none,xyz,bandpass,abs,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,abs,none,xyz,wavelet,none,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,abs,none,xyz,wavelet,abs,fft,"2,99475","44,493105","16,744663","40,643473","44,493105","22,965372"
wavelet,abs,ica,z,none,abs,fft,"0,505775","49,99286","16,748793","46,492567","49,99286","26,655378"
wavelet,abs,ica,z,smooth,abs,fft,"0,505775","49,99286","16,748793","46,492567","49,99286","26,655378"
wavelet,abs,ica,z,bandpass,abs,fft,"0,505775","49,99286","16,748793","46,492567","49,99286","26,655378"
wavelet,abs,ica,z,wavelet,abs,fft,"0,505775","49,99286","16,748793","46,492567","49,99286","26,655378"
none,abs,ica,xy,none,abs,fft,"0,245853","52,492546","16,99433","38,84306","52,492546","23,843052"
none,abs,ica,xy,smooth,abs,fft,"0,245853","52,492546","16,99433","38,84306","52,492546","23,843052"
none,abs,ica,xy,bandpass,abs,fft,"0,245853","52,492546","16,99433","38,84306","52,492546","23,843052"
none,abs,ica,xy,wavelet,abs,fft,"0,245853","52,492546","16,99433","38,84306","52,492546","23,843052"
none,abs,pca,yz,none,none,fft,"8,494435","46,492965","17,119252","42,468149","46,492965","25,459897"
none,abs,pca,yz,smooth,none,fft,"8,494435","46,492965","17,119252","42,468149","46,492965","25,459897"
none,abs,pca,yz,bandpass,none,fft,"8,494435","46,492965","17,119252","42,468149","46,492965","25,459897"
none,abs,pca,yz,wavelet,none,fft,"8,494435","46,492965","17,119252","42,468149","46,492965","25,459897"
smooth,abs,ica,xyz,none,abs,fft,"0,99489","57,991811","17,244103","56,592056","57,991811","33,643738"
smooth,abs,ica,xyz,smooth,abs,fft,"0,99489","57,991811","17,244103","56,592056","57,991811","33,643738"
smooth,abs,ica,xyz,bandpass,abs,fft,"0,99489","57,991811","17,244103","56,592056","57,991811","33,643738"
smooth,abs,ica,xyz,wavelet,abs,fft,"0,99489","57,991811","17,244103","56,592056","57,991811","33,643738"
wavelet,abs,ica,yz,none,abs,fft,"0,9958","54,492546","17,49433","47,842472","54,492546","29,167927"
wavelet,abs,ica,yz,smooth,abs,fft,"0,9958","54,492546","17,49433","47,842472","54,492546","29,167927"
wavelet,abs,ica,yz,bandpass,abs,fft,"0,9958","54,492546","17,49433","47,842472","54,492546","29,167927"
wavelet,abs,ica,yz,wavelet,abs,fft,"0,9958","54,492546","17,49433","47,842472","54,492546","29,167927"
none,none,ica,xy,none,none,fft,"0,99496","53,492336","17,868359","52,792483","53,492336","31,040469"
none,none,ica,xy,smooth,none,fft,"0,99496","53,492336","17,868359","52,792483","53,492336","31,040469"
none,none,ica,xy,bandpass,none,fft,"0,99496","53,492336","17,868359","52,792483","53,492336","31,040469"
none,none,ica,xy,wavelet,none,fft,"0,99496","53,492336","17,868359","52,792483","53,492336","31,040469"
smooth,none,ica,y,none,abs,fft,"0,99496","62,491706","17,99937","51,64222","62,491706","31,495166"
smooth,none,ica,y,smooth,abs,fft,"0,99496","62,491706","17,99937","51,64222","62,491706","31,495166"
smooth,none,ica,y,bandpass,abs,fft,"0,99496","62,491706","17,99937","51,64222","62,491706","31,495166"
smooth,none,ica,y,wavelet,abs,fft,"0,99496","62,491706","17,99937","51,64222","62,491706","31,495166"
smooth,none,none,xy,none,abs,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,none,none,xy,smooth,abs,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,none,none,xy,bandpass,abs,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,none,none,xy,wavelet,abs,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,abs,none,xy,none,none,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,abs,none,xy,none,abs,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,abs,none,xy,smooth,none,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,abs,none,xy,smooth,abs,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,abs,none,xy,bandpass,none,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,abs,none,xy,bandpass,abs,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,abs,none,xy,wavelet,none,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
smooth,abs,none,xy,wavelet,abs,fft,"0,99496","45,242913","18,243333","41,39284","45,242913","25,828519"
wavelet,none,ica,x,none,abs,fft,"2,99601","59,491706","18,243858","49,34222","59,491706","30,828404"
wavelet,none,ica,x,smooth,abs,fft,"2,99601","59,491706","18,243858","49,34222","59,491706","30,828404"
wavelet,none,ica,x,bandpass,abs,fft,"2,99601","59,491706","18,243858","49,34222","59,491706","30,828404"
wavelet,none,ica,x,wavelet,abs,fft,"2,99601","59,491706","18,243858","49,34222","59,491706","30,828404"
smooth,none,none,y,none,none,fft,"0,505775","51,492756","18,249003","49,392021","51,492756","31,426724"
smooth,none,none,y,smooth,none,fft,"0,505775","51,492756","18,249003","49,392021","51,492756","31,426724"
smooth,none,none,y,bandpass,none,fft,"0,505775","51,492756","18,249003","49,392021","51,492756","31,426724"
smooth,none,none,y,wavelet,none,fft,"0,505775","51,492756","18,249003","49,392021","51,492756","31,426724"
wavelet,none,ica,xy,none,abs,fft,"3,745958","55,741968","18,368884","48,217299","55,741968","27,338453"
wavelet,none,ica,xy,smooth,abs,fft,"3,745958","55,741968","18,368884","48,217299","55,741968","27,338453"
wavelet,none,ica,xy,bandpass,abs,fft,"3,745958","55,741968","18,368884","48,217299","55,741968","27,338453"
wavelet,none,ica,xy,wavelet,abs,fft,"3,745958","55,741968","18,368884","48,217299","55,741968","27,338453"
bandpass,abs,pca,z,none,none,wavelet,"4,213729","33,58958","18,40183","25,324894","33,58958","18,012638"
bandpass,abs,pca,z,smooth,none,wavelet,"4,213729","33,58958","18,40183","25,324894","33,58958","18,012638"
bandpass,abs,pca,z,bandpass,none,wavelet,"4,213729","33,58958","18,40183","25,324894","33,58958","18,012638"
bandpass,abs,pca,z,wavelet,none,wavelet,"4,213729","33,58958","18,40183","25,324894","33,58958","18,012638"
wavelet,none,ica,xz,none,abs,fft,"5,503885","51,242283","18,494015","46,69221","51,242283","27,259231"
wavelet,none,ica,xz,smooth,abs,fft,"5,503885","51,242283","18,494015","46,69221","51,242283","27,259231"
wavelet,none,ica,xz,bandpass,abs,fft,"5,503885","51,242283","18,494015","46,69221","51,242283","27,259231"
wavelet,none,ica,xz,wavelet,abs,fft,"5,503885","51,242283","18,494015","46,69221","51,242283","27,259231"
wavelet,none,pca,x,none,abs,fft,"0,495275","47,992231","18,49475","41,343039","47,992231","24,430002"
wavelet,none,pca,x,smooth,abs,fft,"0,495275","47,992231","18,49475","41,343039","47,992231","24,430002"
wavelet,none,pca,x,bandpass,abs,fft,"0,495275","47,992231","18,49475","41,343039","47,992231","24,430002"
wavelet,none,pca,x,wavelet,abs,fft,"0,495275","47,992231","18,49475","41,343039","47,992231","24,430002"
none,abs,ica,xy,none,none,fft,"0,9958","52,492546","18,744068","38,84306","52,492546","24,113711"
none,abs,ica,xy,smooth,none,fft,"0,9958","52,492546","18,744068","38,84306","52,492546","24,113711"
none,abs,ica,xy,bandpass,none,fft,"0,9958","52,492546","18,744068","38,84306","52,492546","24,113711"
none,abs,ica,xy,wavelet,none,fft,"0,9958","52,492546","18,744068","38,84306","52,492546","24,113711"
smooth,abs,ica,xy,none,abs,fft,"4,99475","56,491916","18,868989","54,742283","56,491916","33,376826"
smooth,abs,ica,xy,smooth,abs,fft,"4,99475","56,491916","18,868989","54,742283","56,491916","33,376826"
smooth,abs,ica,xy,bandpass,abs,fft,"4,99475","56,491916","18,868989","54,742283","56,491916","33,376826"
smooth,abs,ica,xy,wavelet,abs,fft,"4,99475","56,491916","18,868989","54,742283","56,491916","33,376826"
wavelet,abs,ica,z,none,none,fft,"0,9958","49,99286","18,99328","46,492567","49,99286","27,129102"
wavelet,abs,ica,z,smooth,none,fft,"0,9958","49,99286","18,99328","46,492567","49,99286","27,129102"
wavelet,abs,ica,z,bandpass,none,fft,"0,9958","49,99286","18,99328","46,492567","49,99286","27,129102"
wavelet,abs,ica,z,wavelet,none,fft,"0,9958","49,99286","18,99328","46,492567","49,99286","27,129102"
none,abs,pca,xy,none,none,fft,"0,245013","54,742388","18,99412","51,242388","54,742388","27,453565"
none,abs,pca,xy,smooth,none,fft,"0,245013","54,742388","18,99412","51,242388","54,742388","27,453565"
none,abs,pca,xy,bandpass,none,fft,"0,245013","54,742388","18,99412","51,242388","54,742388","27,453565"
none,abs,pca,xy,wavelet,none,fft,"0,245013","54,742388","18,99412","51,242388","54,742388","27,453565"
none,abs,ica,xyz,none,none,fft,"5,99468","50,492686","18,99412","36,493322","50,492686","23,663346"
none,abs,ica,xyz,smooth,none,fft,"5,99468","50,492686","18,99412","36,493322","50,492686","23,663346"
none,abs,ica,xyz,bandpass,none,fft,"5,99468","50,492686","18,99412","36,493322","50,492686","23,663346"
none,abs,ica,xyz,wavelet,none,fft,"5,99468","50,492686","18,99412","36,493322","50,492686","23,663346"
wavelet,none,ica,yz,none,abs,fft,"5,503885","48,241653","19,369094","47,717278","48,241653","25,596388"
wavelet,none,ica,yz,smooth,abs,fft,"5,503885","48,241653","19,369094","47,717278","48,241653","25,596388"
wavelet,none,ica,yz,bandpass,abs,fft,"5,503885","48,241653","19,369094","47,717278","48,241653","25,596388"
wavelet,none,ica,yz,wavelet,abs,fft,"5,503885","48,241653","19,369094","47,717278","48,241653","25,596388"
none,abs,ica,y,none,none,fft,"0,9958","61,491916","19,49874","48,542724","61,491916","29,492636"
none,abs,ica,y,smooth,none,fft,"0,9958","61,491916","19,49874","48,542724","61,491916","29,492636"
none,abs,ica,y,bandpass,none,fft,"0,9958","61,491916","19,49874","48,542724","61,491916","29,492636"
none,abs,ica,y,wavelet,none,fft,"0,9958","61,491916","19,49874","48,542724","61,491916","29,492636"
wavelet,abs,ica,xy,none,none,fft,"0,9958","62,991811","19,619462","42,342619","62,991811","26,705436"
wavelet,abs,ica,xy,smooth,none,fft,"0,9958","62,991811","19,619462","42,342619","62,991811","26,705436"
wavelet,abs,ica,xy,bandpass,none,fft,"0,9958","62,991811","19,619462","42,342619","62,991811","26,705436"
wavelet,abs,ica,xy,wavelet,none,fft,"0,9958","62,991811","19,619462","42,342619","62,991811","26,705436"
wavelet,none,none,xy,none,abs,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,none,none,xy,smooth,abs,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,none,none,xy,bandpass,abs,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,none,none,xy,wavelet,abs,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,abs,none,xy,none,none,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,abs,none,xy,none,abs,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,abs,none,xy,smooth,none,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,abs,none,xy,smooth,abs,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,abs,none,xy,bandpass,none,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,abs,none,xy,bandpass,abs,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,abs,none,xy,wavelet,none,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
wavelet,abs,none,xy,wavelet,abs,fft,"1,744908","37,493595","19,624186","33,643963","37,493595","21,468143"
none,abs,ica,xyz,none,abs,fft,"2,99482","38,99349","19,743508","35,493833","38,99349","21,598073"
none,abs,ica,xyz,smooth,abs,fft,"2,99482","38,99349","19,743508","35,493833","38,99349","21,598073"
none,abs,ica,xyz,bandpass,abs,fft,"2,99482","38,99349","19,743508","35,493833","38,99349","21,598073"
none,abs,ica,xyz,wavelet,abs,fft,"2,99482","38,99349","19,743508","35,493833","38,99349","21,598073"
bandpass,none,pca,z,none,abs,wavelet,"7,033678","65,65315","19,799083","44,021398","65,65315","27,210317"
bandpass,none,pca,z,smooth,abs,wavelet,"7,033678","65,65315","19,799083","44,021398","65,65315","27,210317"
bandpass,none,pca,z,bandpass,abs,wavelet,"7,033678","65,65315","19,799083","44,021398","65,65315","27,210317"
bandpass,none,pca,z,wavelet,abs,wavelet,"7,033678","65,65315","19,799083","44,021398","65,65315","27,210317"
smooth,none,ica,xy,none,abs,fft,"10,494225","52,742388","19,868779","48,367792","52,742388","29,400645"
smooth,none,ica,xy,smooth,abs,fft,"10,494225","52,742388","19,868779","48,367792","52,742388","29,400645"
smooth,none,ica,xy,bandpass,abs,fft,"10,494225","52,742388","19,868779","48,367792","52,742388","29,400645"
smooth,none,ica,xy,wavelet,abs,fft,"10,494225","52,742388","19,868779","48,367792","52,742388","29,400645"
bandpass,abs,ica,x,none,none,wavelet,"0,054975","65,613073","19,874186","53,542064","65,613073","29,685065"
bandpass,abs,ica,x,smooth,none,wavelet,"0,054975","65,613073","19,874186","53,542064","65,613073","29,685065"
bandpass,abs,ica,x,bandpass,none,wavelet,"0,054975","65,613073","19,874186","53,542064","65,613073","29,685065"
bandpass,abs,ica,x,wavelet,none,wavelet,"0,054975","65,613073","19,874186","53,542064","65,613073","29,685065"
none,abs,ica,x,none,abs,fft,"0,504095","46,99307","19,99874","44,543144","46,99307","27,163218"
none,abs,ica,x,smooth,abs,fft,"0,504095","46,99307","19,99874","44,543144","46,99307","27,163218"
none,abs,ica,x,bandpass,abs,fft,"0,504095","46,99307","19,99874","44,543144","46,99307","27,163218"
none,abs,ica,x,wavelet,abs,fft,"0,504095","46,99307","19,99874","44,543144","46,99307","27,163218"
smooth,abs,ica,x,none,abs,fft,"0,99496","61,491916","19,998845","54,842136","61,491916","32,332731"
smooth,abs,ica,x,smooth,abs,fft,"0,99496","61,491916","19,998845","54,842136","61,491916","32,332731"
smooth,abs,ica,x,bandpass,abs,fft,"0,99496","61,491916","19,998845","54,842136","61,491916","32,332731"
smooth,abs,ica,x,wavelet,abs,fft,"0,99496","61,491916","19,998845","54,842136","61,491916","32,332731"
none,none,none,xy,none,abs,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,none,none,xy,smooth,abs,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,none,none,xy,bandpass,abs,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,none,none,xy,wavelet,abs,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,abs,none,xy,none,none,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,abs,none,xy,none,abs,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,abs,none,xy,smooth,none,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,abs,none,xy,smooth,abs,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,abs,none,xy,bandpass,none,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,abs,none,xy,bandpass,abs,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,abs,none,xy,wavelet,none,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
none,abs,none,xy,wavelet,abs,fft,"10,743438","41,99328","20,119147","40,41795","41,99328","25,030669"
smooth,none,ica,y,none,none,fft,"0,99496","62,491706","20,248688","54,792441","62,491706","33,263895"
smooth,none,ica,y,smooth,none,fft,"0,99496","62,491706","20,248688","54,792441","62,491706","33,263895"
smooth,none,ica,y,bandpass,none,fft,"0,99496","62,491706","20,248688","54,792441","62,491706","33,263895"
smooth,none,ica,y,wavelet,none,fft,"0,99496","62,491706","20,248688","54,792441","62,491706","33,263895"
wavelet,none,ica,z,none,abs,fft,"0,99496","49,99286","20,249213","48,242052","49,99286","30,250521"
wavelet,none,ica,z,smooth,abs,fft,"0,99496","49,99286","20,249213","48,242052","49,99286","30,250521"
wavelet,none,ica,z,bandpass,abs,fft,"0,99496","49,99286","20,249213","48,242052","49,99286","30,250521"
wavelet,none,ica,z,wavelet,abs,fft,"0,99496","49,99286","20,249213","48,242052","49,99286","30,250521"
bandpass,abs,pca,yz,none,none,wavelet,"3,347412","39,767119","20,273773","35,840429","39,767119","22,14427"
bandpass,abs,pca,yz,smooth,none,wavelet,"3,347412","39,767119","20,273773","35,840429","39,767119","22,14427"
bandpass,abs,pca,yz,bandpass,none,wavelet,"3,347412","39,767119","20,273773","35,840429","39,767119","22,14427"
bandpass,abs,pca,yz,wavelet,none,wavelet,"3,347412","39,767119","20,273773","35,840429","39,767119","22,14427"
smooth,none,none,xyz,none,abs,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,none,none,xyz,smooth,abs,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,none,none,xyz,bandpass,abs,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,none,none,xyz,wavelet,abs,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,abs,none,xyz,none,none,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,abs,none,xyz,none,abs,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,abs,none,xyz,smooth,none,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,abs,none,xyz,smooth,abs,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,abs,none,xyz,bandpass,none,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,abs,none,xyz,bandpass,abs,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,abs,none,xyz,wavelet,none,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,abs,none,xyz,wavelet,abs,fft,"3,99475","48,992651","20,493175","44,79314","48,992651","29,522781"
smooth,none,ica,xy,none,none,fft,"10,244383","58,242283","20,493595","54,392357","58,242283","33,132213"
smooth,none,ica,xy,smooth,none,fft,"10,244383","58,242283","20,493595","54,392357","58,242283","33,132213"
smooth,none,ica,xy,bandpass,none,fft,"10,244383","58,242283","20,493595","54,392357","58,242283","33,132213"
smooth,none,ica,xy,wavelet,none,fft,"10,244383","58,242283","20,493595","54,392357","58,242283","33,132213"
smooth,none,none,yz,none,abs,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,none,none,yz,smooth,abs,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,none,none,yz,bandpass,abs,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,none,none,yz,wavelet,abs,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,abs,none,yz,none,none,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,abs,none,yz,none,abs,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,abs,none,yz,smooth,none,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,abs,none,yz,smooth,abs,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,abs,none,yz,bandpass,none,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,abs,none,yz,bandpass,abs,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,abs,none,yz,wavelet,none,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,abs,none,yz,wavelet,abs,fft,"1,744908","58,992231","20,744068","54,092378","58,992231","31,019748"
smooth,abs,pca,xyz,none,none,fft,"0,00504","57,492336","20,99314","55,74236","57,492336","32,691313"
smooth,abs,pca,xyz,smooth,none,fft,"0,00504","57,492336","20,99314","55,74236","57,492336","32,691313"
smooth,abs,pca,xyz,bandpass,none,fft,"0,00504","57,492336","20,99314","55,74236","57,492336","32,691313"
smooth,abs,pca,xyz,wavelet,none,fft,"0,00504","57,492336","20,99314","55,74236","57,492336","32,691313"
none,none,ica,x,none,abs,fft,"0,504935","64,991811","20,993805","57,992105","64,991811","32,234373"
none,none,ica,x,smooth,abs,fft,"0,504935","64,991811","20,993805","57,992105","64,991811","32,234373"
none,none,ica,x,bandpass,abs,fft,"0,504935","64,991811","20,993805","57,992105","64,991811","32,234373"
none,none,ica,x,wavelet,abs,fft,"0,504935","64,991811","20,993805","57,992105","64,991811","32,234373"
wavelet,abs,ica,xy,none,abs,fft,"0,245853","47,992231","20,994435","38,368443","47,992231","24,886617"
wavelet,abs,ica,xy,smooth,abs,fft,"0,245853","47,992231","20,994435","38,368443","47,992231","24,886617"
wavelet,abs,ica,xy,bandpass,abs,fft,"0,245853","47,992231","20,994435","38,368443","47,992231","24,886617"
wavelet,abs,ica,xy,wavelet,abs,fft,"0,245853","47,992231","20,994435","38,368443","47,992231","24,886617"
bandpass,abs,ica,x,none,abs,wavelet,"2,617886","65,619287","21,065254","56,17738","65,619287","32,070606"
bandpass,abs,ica,x,smooth,abs,wavelet,"2,617886","65,619287","21,065254","56,17738","65,619287","32,070606"
bandpass,abs,ica,x,bandpass,abs,wavelet,"2,617886","65,619287","21,065254","56,17738","65,619287","32,070606"
bandpass,abs,ica,x,wavelet,abs,wavelet,"2,617886","65,619287","21,065254","56,17738","65,619287","32,070606"
smooth,abs,pca,yz,none,none,fft,"3,495485","59,742178","21,243543","53,617509","59,742178","31,022878"
smooth,abs,pca,yz,smooth,none,fft,"3,495485","59,742178","21,243543","53,617509","59,742178","31,022878"
smooth,abs,pca,yz,bandpass,none,fft,"3,495485","59,742178","21,243543","53,617509","59,742178","31,022878"
smooth,abs,pca,yz,wavelet,none,fft,"3,495485","59,742178","21,243543","53,617509","59,742178","31,022878"
wavelet,none,none,yz,none,abs,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,none,none,yz,smooth,abs,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,none,none,yz,bandpass,abs,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,none,none,yz,wavelet,abs,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,abs,none,yz,none,none,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,abs,none,yz,none,abs,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,abs,none,yz,smooth,none,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,abs,none,yz,smooth,abs,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,abs,none,yz,bandpass,none,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,abs,none,yz,bandpass,abs,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,abs,none,yz,wavelet,none,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,abs,none,yz,wavelet,abs,fft,"5,00462","55,992441","21,369199","44,792881","55,992441","28,075473"
wavelet,none,ica,xz,none,none,fft,"5,503885","64,491706","21,493385","57,842073","64,491706","36,949556"
wavelet,none,ica,xz,smooth,none,fft,"5,503885","64,491706","21,493385","57,842073","64,491706","36,949556"
wavelet,none,ica,xz,bandpass,none,fft,"5,503885","64,491706","21,493385","57,842073","64,491706","36,949556"
wavelet,none,ica,xz,wavelet,none,fft,"5,503885","64,491706","21,493385","57,842073","64,491706","36,949556"
none,abs,pca,xyz,none,none,fft,"2,494925","51,992581","21,743228","40,093511","51,992581","26,936882"
none,abs,pca,xyz,smooth,none,fft,"2,494925","51,992581","21,743228","40,093511","51,992581","26,936882"
none,abs,pca,xyz,bandpass,none,fft,"2,494925","51,992581","21,743228","40,093511","51,992581","26,936882"
none,abs,pca,xyz,wavelet,none,fft,"2,494925","51,992581","21,743228","40,093511","51,992581","26,936882"
wavelet,none,none,z,none,abs,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,none,none,z,smooth,abs,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,none,none,z,bandpass,abs,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,none,none,z,wavelet,abs,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,abs,none,z,none,none,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,abs,none,z,none,abs,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,abs,none,z,smooth,none,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,abs,none,z,smooth,abs,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,abs,none,z,bandpass,none,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,abs,none,z,bandpass,abs,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,abs,none,z,wavelet,none,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
wavelet,abs,none,z,wavelet,abs,fft,"0,495695","58,492126","21,748898","54,642493","58,492126","33,18783"
bandpass,none,pca,yz,none,abs,wavelet,"7,079749","65,650091","21,775151","45,195324","65,650091","28,423969"
bandpass,none,pca,yz,smooth,abs,wavelet,"7,079749","65,650091","21,775151","45,195324","65,650091","28,423969"
bandpass,none,pca,yz,bandpass,abs,wavelet,"7,079749","65,650091","21,775151","45,195324","65,650091","28,423969"
bandpass,none,pca,yz,wavelet,abs,wavelet,"7,079749","65,650091","21,775151","45,195324","65,650091","28,423969"
smooth,abs,ica,xz,none,none,fft,"0,99496","56,491916","21,868779","54,742283","56,491916","35,056589"
smooth,abs,ica,xz,smooth,none,fft,"0,99496","56,491916","21,868779","54,742283","56,491916","35,056589"
